y_win,p_ioc,p_hand,o_ioc,o_hand,p_ht,p_age,p_rank,o_ht,o_age,o_rank,p_set_1,o_set_1,p_ace,p_df,p_svpt,p_1stWon,p_2ndWon,p_bpFaced,o_ace,o_df,o_svpt,o_1stWon,o_2ndWon,o_bpFaced
L,ROU,R,FRA,R,181,28,40,178,25,7,1,6,0,5,38,12,6,6,0,0,21,11,4,1
L,AUS,R,ESP,R,172,34,90,182,25,3,0,6,1,1,23,5,5,5,1,1,18,7,6,1
L,SVK,R,UKR,R,180,30,18,174,29,39,2,6,2,1,24,8,3,3,0,1,22,12,4,2
L,GER,R,USA,R,180,30,11,175,37,451,3,6,6,1,33,14,5,6,2,2,28,15,5,1
L,CZE,R,RUS,R,184,26,6,188,31,30,2,6,1,2,24,8,3,5,2,3,23,12,3,1
L,CZE,R,CZE,R,175,22,54,164,32,26,2,6,0,1,26,9,5,4,1,0,29,12,7,1
L,CHN,R,KAZ,R,173,26,85,163,23,98,6,1,0,1,32,12,5,4,0,1,32,14,4,3
L,JPN,R,USA,R,180,21,20,178,23,13,1,6,1,2,36,10,9,4,2,1,33,16,6,3
L,UKR,R,ROU,L,174,24,4,175,30,33,3,6,1,1,41,12,10,5,2,2,34,15,6,4
L,CZE,L,EST,R,183,28,8,175,22,24,6,7,1,5,48,17,8,7,3,3,49,22,6,5
L,ITA,R,USA,R,168,26,57,170,25,10,6,4,2,2,40,15,4,6,1,0,31,14,4,3
L,GRE,R,RUS,R,173,23,38,170,21,14,1,6,0,1,27,6,5,6,0,2,21,6,2,3
L,FRA,R,DEN,R,175,32,74,177,28,2,0,6,1,1,21,6,3,4,0,1,27,13,4,3
L,BEL,U,ROU,R,178,23,16,168,27,1,2,6,1,2,29,8,4,5,1,1,20,10,4,1
L,FRA,R,GER,L,178,25,7,173,30,12,2,6,1,1,32,11,5,6,0,1,21,11,4,1
L,UKR,R,ESP,R,174,29,39,182,25,3,0,2,0,0,3,1,0,1,0,1,4,2,0,0
L,CZE,R,KAZ,R,164,32,26,163,23,98,4,6,1,1,28,9,5,5,1,0,26,11,5,1
L,ROU,L,USA,R,175,30,33,178,23,13,1,6,0,3,25,9,4,2,2,0,28,12,7,1
L,EST,R,USA,R,175,22,24,170,25,10,2,6,0,2,24,9,2,4,0,0,19,12,2,0
L,DEN,R,RUS,R,177,28,2,170,21,14,6,7,0,1,39,16,6,5,1,3,36,19,2,4
L,GER,L,ROU,R,173,30,12,168,27,1,7,6,1,1,34,11,6,6,0,1,31,13,5,4
L,RUS,R,ESP,R,188,31,30,182,25,3,2,6,1,3,29,10,3,6,1,1,19,9,3,1
L,KAZ,R,USA,R,163,23,98,178,23,13,6,7,0,1,33,17,5,2,2,0,32,16,8,1
L,RUS,R,USA,R,170,21,14,170,25,10,3,6,0,1,28,10,3,4,0,0,26,14,4,1
L,ESP,R,ROU,R,182,25,3,168,27,1,1,6,1,1,31,9,5,5,1,2,32,11,7,4
L,USA,R,USA,R,178,23,13,170,25,10,4,6,4,1,34,16,5,4,0,1,28,14,7,2
L,USA,R,ROU,R,170,25,10,168,27,1,6,3,0,0,27,11,3,2,0,0,26,12,3,2
W,USA,R,RUS,L,175,35,1,178,28,29,6,3,6,1,23,14,4,0,2,3,29,11,6,4
W,USA,R,GER,R,165,27,87,185,20,184,7,6,1,1,38,21,6,2,3,1,41,17,8,5
W,SWE,R,ITA,R,174,28,47,180,29,130,6,4,1,1,28,12,6,2,1,4,35,8,9,4
W,CZE,R,SRB,R,180,23,89,183,29,31,7,6,0,1,28,9,9,2,1,4,39,13,7,5
W,CHN,R,RUS,R,173,25,62,170,19,24,6,4,1,1,34,12,5,5,0,1,26,9,3,4
W,KAZ,R,ESP,R,180,29,52,166,24,91,6,2,3,2,22,11,4,3,0,1,29,8,5,5
W,CHN,R,AUS,U,178,28,51,168,21,724,6,1,1,1,24,14,4,2,1,3,19,3,4,3
W,AUS,R,ITA,R,172,32,17,168,25,67,7,5,2,3,37,15,8,5,2,5,37,14,7,4
W,ESP,R,BRA,R,162,28,12,168,28,136,6,0,2,1,16,10,3,1,0,1,18,2,3,5
W,SRB,R,COL,R,177,31,40,170,27,77,6,4,0,1,29,14,3,3,0,2,24,5,5,4
W,GER,R,ARG,U,170,23,41,170,20,230,7,6,0,2,41,20,6,6,0,2,30,12,6,3
W,RUS,R,EST,R,176,30,20,175,21,90,7,6,2,1,39,17,6,7,4,4,37,15,6,3
W,HUN,R,AUT,R,179,23,34,165,20,141,5,7,3,2,37,14,8,4,0,3,36,14,5,5
W,NED,R,GBR,R,168,24,165,170,24,73,6,2,1,1,31,11,8,5,0,2,38,10,8,8
W,CZE,L,AUS,R,177,30,44,165,22,45,6,4,2,1,29,13,9,2,3,5,38,15,6,6
W,ROU,R,BEL,R,168,25,5,165,31,56,6,0,1,2,25,11,5,2,1,0,23,5,4,5
W,POL,R,USA,R,170,27,4,170,23,138,6,1,1,1,20,9,7,1,1,1,24,8,3,5
W,GBR,R,GBR,L,188,26,82,180,23,254,6,7,5,2,32,15,7,3,2,3,39,14,8,3
W,CZE,R,CAN,R,175,20,72,178,23,39,6,3,0,1,24,12,4,1,1,1,36,12,8,6
W,FRA,R,FRA,R,178,23,33,175,31,63,4,6,1,1,27,10,6,2,1,2,33,10,9,5
W,CRO,R,NED,R,175,19,92,182,25,22,6,3,2,2,32,13,6,3,4,2,31,11,7,4
W,JPN,R,SUI,R,155,25,80,170,26,100,6,0,1,1,32,17,4,3,2,1,32,8,8,6
W,USA,L,CHN,R,180,30,68,173,31,259,4,6,1,1,33,13,7,3,0,1,37,15,6,4
W,SUI,R,RUS,R,170,27,15,170,26,677,6,1,0,1,20,9,5,1,0,4,23,6,3,6
W,CZE,R,USA,U,184,24,11,170,18,243,6,4,5,3,28,11,7,4,0,1,35,16,2,5
W,PAR,R,MNE,R,170,22,192,170,22,54,7,5,2,4,41,17,8,6,1,3,31,11,5,3
W,FRA,R,JPN,R,184,23,37,163,22,70,6,4,3,3,40,15,11,4,0,2,30,15,4,2
W,RUS,R,USA,R,177,25,18,175,20,76,6,1,2,1,25,11,5,1,1,1,36,9,7,6
W,GER,R,ROU,R,168,28,27,173,22,128,3,6,0,1,26,11,6,2,1,3,36,14,6,5
W,USA,R,SRB,R,168,23,69,163,23,153,6,1,1,3,31,15,4,4,0,1,20,2,3,5
W,GER,R,BEL,R,180,28,64,182,27,38,6,3,4,3,26,13,7,1,1,4,24,9,5,3
W,USA,R,UKR,R,185,36,6,170,23,93,6,2,1,2,33,12,6,5,1,1,40,12,7,5
W,USA,R,USA,R,178,22,9,175,26,60,4,6,4,1,33,14,8,3,0,2,41,16,8,4
W,USA,L,USA,R,173,17,374,168,26,50,6,2,1,1,13,6,2,2,0,1,16,4,2,2
W,CHN,R,GRE,R,185,27,103,173,21,94,6,4,1,2,32,13,7,4,1,1,30,14,4,4
W,JPN,R,USA,R,180,19,81,185,25,30,6,7,3,2,30,13,7,2,4,3,36,12,11,2
W,ROU,R,CZE,R,168,29,58,164,30,21,6,3,0,0,31,17,4,2,1,1,28,13,4,1
W,ROU,R,ROU,R,173,24,116,176,26,86,0,6,0,1,26,11,3,2,2,0,26,10,4,3
W,DEN,R,USA,L,177,26,74,170,20,146,4,6,1,1,30,16,4,1,0,1,29,14,4,2
W,RUS,R,ITA,R,174,31,10,166,36,97,6,1,1,1,19,10,4,1,0,1,27,8,4,3
W,GBR,R,USA,R,180,25,14,168,31,109,6,3,1,2,27,13,8,2,1,0,32,12,7,4
W,BUL,R,FRA,R,180,29,71,173,33,166,6,1,1,1,19,7,6,2,1,2,31,10,3,7
W,GER,R,SVK,R,180,29,43,163,26,78,7,6,3,4,44,16,8,9,1,4,43,13,9,6
W,SUI,R,USA,R,175,19,26,188,22,101,6,7,1,4,34,13,7,2,2,1,31,10,7,5
W,CHN,R,PUR,R,170,23,61,170,23,35,6,4,1,0,28,13,6,2,0,0,25,7,7,3
W,UKR,R,TPE,R,175,30,59,169,31,79,6,0,2,2,26,11,7,1,0,2,26,8,4,5
W,LAT,U,SVK,R,170,26,48,175,22,85,6,3,4,1,25,12,7,2,1,3,35,12,7,5
W,ESP,R,BEL,U,182,23,3,178,21,137,2,6,0,2,24,9,5,2,2,1,27,8,5,5
W,ITA,R,GER,R,163,34,8,175,23,46,6,2,3,1,27,10,8,1,1,3,28,9,6,3
W,USA,R,GER,R,170,24,55,185,26,96,6,2,1,3,34,16,5,4,1,3,27,9,3,5
W,KAZ,R,GER,R,163,22,42,178,27,84,6,1,0,1,26,13,4,2,1,5,26,7,5,6
W,GER,R,JPN,L,175,22,102,159,25,32,6,4,0,3,33,15,5,4,1,1,34,10,5,6
W,UKR,R,ROU,R,174,27,99,181,26,23,6,0,2,3,31,15,2,2,1,2,25,7,3,4
W,CHN,R,BEL,R,170,22,163,178,22,112,6,3,1,2,42,15,11,4,2,3,36,10,10,4
W,RUS,R,USA,R,170,28,98,175,23,751,6,1,0,1,21,11,3,2,0,2,24,4,5,5
W,SVK,R,POL,R,161,27,13,170,25,83,6,2,1,1,34,15,8,3,1,4,28,9,5,5
W,CZE,L,LAT,R,183,26,16,178,19,36,7,5,3,3,42,14,11,5,2,6,33,11,5,5
W,TUR,R,USA,R,173,27,66,163,26,75,6,2,0,1,18,10,3,1,1,3,21,6,3,4
W,USA,R,BLR,R,157,23,105,175,22,107,6,2,1,2,35,10,7,6,1,3,33,10,4,5
W,UKR,R,LUX,R,174,22,19,180,31,110,6,7,2,1,29,13,5,2,1,2,31,11,5,5
W,USA,R,ITA,R,175,24,49,164,29,28,6,4,5,4,34,12,9,3,0,2,37,13,7,4
W,USA,R,SUI,R,170,17,158,170,24,65,6,2,0,3,30,10,7,4,0,1,28,8,2,6
W,CRO,R,FRA,R,180,34,57,173,27,53,6,4,1,3,23,9,3,3,1,3,24,7,2,6
W,GER,L,SLO,R,173,29,2,182,26,120,6,0,0,0,6,3,3,0,0,0,7,2,0,2
W,USA,R,USA,R,175,35,1,165,27,87,6,3,7,1,27,15,4,0,1,3,31,14,4,5
W,SWE,R,CZE,R,174,28,47,180,23,89,6,3,1,2,25,13,5,1,1,3,22,8,3,3
W,KAZ,R,CHN,R,180,29,52,173,25,62,6,0,3,1,22,12,5,0,1,2,19,6,1,4
W,CHN,R,AUS,R,178,28,51,172,32,17,6,3,1,2,29,16,4,3,1,2,28,12,3,4
W,ESP,R,SRB,R,162,28,12,177,31,40,6,1,1,1,26,12,5,4,0,0,25,10,2,5
W,RUS,R,GER,R,176,30,20,170,23,41,6,2,1,1,24,8,7,4,0,3,28,9,2,7
W,HUN,R,NED,R,179,23,34,168,24,165,6,2,3,2,24,12,5,2,0,3,34,11,6,5
W,ROU,R,CZE,L,168,25,5,177,30,44,6,3,2,1,30,14,3,4,1,3,37,11,6,6
W,POL,R,GBR,R,170,27,4,188,26,82,7,6,1,0,41,19,7,3,3,3,37,15,6,4
W,FRA,R,CZE,R,178,23,33,175,20,72,4,6,2,2,29,12,5,3,0,1,30,10,6,3
W,CRO,R,JPN,R,175,19,92,155,25,80,6,3,5,2,34,12,10,2,0,2,27,10,5,4
W,USA,L,SUI,R,180,30,68,170,27,15,6,4,0,2,32,13,6,4,1,1,37,15,5,4
W,CZE,R,PAR,R,184,24,11,170,22,192,6,1,2,1,27,11,8,2,1,3,32,10,6,6
W,RUS,R,FRA,R,177,25,18,184,23,37,6,2,2,3,43,17,6,5,1,2,40,14,7,6
W,GER,R,USA,R,168,28,27,168,23,69,6,3,1,1,31,12,6,3,0,2,35,14,4,7
W,USA,R,GER,R,185,36,6,180,28,64,6,2,2,1,30,14,6,3,3,2,27,9,4,4
W,USA,R,USA,L,178,22,9,173,17,374,6,1,3,1,18,12,3,0,1,3,26,7,4,6
W,JPN,R,CHN,R,180,19,81,185,27,103,6,4,4,3,36,12,10,3,2,2,33,15,4,3
W,ROU,R,ROU,R,168,29,58,173,24,116,6,0,1,1,22,8,6,3,0,1,24,7,1,6
W,DEN,R,RUS,R,177,26,74,174,31,10,6,4,1,2,33,12,6,5,1,1,35,11,5,6
W,GBR,R,BUL,R,180,25,14,180,29,71,6,2,1,0,30,13,8,2,1,1,29,10,6,3
W,SUI,R,GER,R,175,19,26,180,29,43,6,3,3,4,32,15,3,4,1,2,33,12,3,6
W,UKR,R,CHN,R,175,30,59,170,23,61,5,7,0,2,38,15,5,4,0,2,37,13,6,4
W,LAT,U,ESP,R,170,26,48,182,23,3,7,5,2,0,36,12,8,3,1,1,37,11,6,6
W,ITA,R,USA,R,163,34,8,170,24,55,6,1,3,0,24,12,5,1,0,2,26,12,2,4
W,GER,R,KAZ,R,175,22,102,163,22,42,6,1,1,1,37,16,5,4,0,2,35,11,5,6
W,UKR,R,CHN,R,174,27,99,170,22,163,7,5,1,2,40,17,8,4,1,2,26,9,6,3
W,SVK,R,RUS,R,161,27,13,170,28,98,6,7,0,1,31,10,8,3,0,2,32,10,5,5
W,CZE,L,TUR,R,183,26,16,173,27,66,7,6,1,4,29,14,5,2,0,1,33,12,6,4
W,UKR,R,USA,R,174,22,19,157,23,105,6,1,1,0,26,11,5,3,0,1,28,10,4,4
W,USA,R,USA,R,170,17,158,175,24,49,2,6,0,2,23,7,6,2,2,2,27,8,6,5
W,GER,L,CRO,R,173,29,2,180,34,57,6,2,1,1,35,14,8,3,2,4,43,12,10,5
W,USA,R,SWE,R,175,35,1,174,28,47,6,2,3,1,24,12,7,1,0,2,22,7,3,3
W,KAZ,R,CHN,R,180,29,52,178,28,51,6,2,1,2,31,12,8,3,1,1,30,11,4,5
W,ESP,R,RUS,R,162,28,12,176,30,20,6,4,2,1,29,13,6,2,1,0,26,13,2,2
W,ROU,R,HUN,R,168,25,5,179,23,34,6,1,0,0,29,10,6,4,2,1,30,9,6,5
W,POL,R,FRA,R,170,27,4,178,23,33,6,2,2,1,21,9,5,1,1,1,26,4,6,5
W,CRO,R,USA,L,175,19,92,180,30,68,6,3,2,2,27,12,6,3,0,0,24,9,5,2
W,CZE,R,RUS,R,184,24,11,177,25,18,6,2,4,1,26,10,6,3,2,1,34,12,4,5
W,USA,R,GER,R,185,36,6,168,28,27,6,1,0,2,32,15,4,5,0,3,25,7,2,5
W,USA,R,JPN,R,178,22,9,180,19,81,7,5,2,1,35,16,6,2,2,1,34,13,7,2
W,DEN,R,ROU,R,177,26,74,168,29,58,6,3,1,1,29,10,7,4,1,0,23,7,2,4
W,GBR,R,SUI,R,180,25,14,175,19,26,6,2,4,0,17,10,5,0,1,1,26,8,4,5
W,LAT,U,UKR,R,170,26,48,175,30,59,6,4,2,1,26,12,4,3,0,3,31,9,5,8
W,ITA,R,GER,R,163,34,8,175,22,102,6,0,0,0,24,10,5,2,0,2,33,13,3,5
W,UKR,R,SVK,R,174,27,99,161,27,13,3,6,1,3,28,11,3,5,0,1,33,11,5,5
W,CZE,L,UKR,R,183,26,16,174,22,19,6,3,2,2,22,9,4,2,0,2,31,12,3,4
W,GER,L,USA,R,173,29,2,170,17,158,6,1,1,0,28,13,5,3,0,1,19,5,2,5
W,USA,R,KAZ,R,175,35,1,180,29,52,6,2,6,1,23,14,4,0,2,3,31,11,6,4
W,ROU,R,ESP,R,168,25,5,162,28,12,6,2,2,0,35,16,5,3,0,1,38,13,5,8
W,CRO,R,POL,R,175,19,92,170,27,4,6,4,3,1,30,15,5,2,1,1,29,11,6,4
W,CZE,R,USA,R,184,24,11,185,36,6,4,6,3,2,35,15,5,5,3,2,36,15,6,4
W,DEN,R,USA,R,177,26,74,178,22,9,6,3,1,2,25,12,7,1,2,1,36,15,6,5
W,LAT,U,GBR,R,170,26,48,180,25,14,6,4,1,2,41,13,8,5,1,2,36,9,7,7
W,ITA,R,UKR,R,163,34,8,174,27,99,7,6,1,1,40,14,11,4,1,1,35,15,5,5
W,GER,L,CZE,L,173,29,2,183,26,16,6,3,0,1,31,15,6,2,0,4,35,15,5,4
W,USA,R,ROU,R,175,35,1,168,25,5,6,2,6,1,30,13,7,3,0,2,37,15,5,7
W,CZE,R,CRO,R,184,24,11,175,19,92,6,2,2,1,19,11,5,0,2,2,28,8,7,5
W,DEN,R,LAT,U,177,26,74,170,26,48,6,0,1,1,21,12,3,0,1,0,23,6,4,6
W,GER,L,ITA,R,173,29,2,163,34,8,7,5,2,1,37,18,3,4,1,2,27,6,4,6
W,CZE,R,USA,R,184,24,11,175,35,1,6,2,4,4,33,16,6,1,3,3,33,12,8,3
W,GER,L,DEN,R,173,29,2,177,26,74,6,4,0,1,24,10,6,2,1,0,35,14,4,6
W,GER,L,CZE,R,173,29,2,184,24,11,6,3,0,1,33,14,6,2,2,1,30,13,5,2
W,CZE,R,POL,R,184,25,1,170,26,72,6,2,4,2,31,14,6,5,0,2,23,8,3,5
W,USA,R,PAR,R,168,24,127,163,26,75,6,0,1,1,29,10,7,4,0,1,20,5,4,3
W,JPN,R,USA,U,163,23,96,160,26,219,6,3,0,1,40,19,7,5,0,1,43,14,11,4
W,CHN,R,GER,R,178,29,26,178,28,170,6,7,0,2,29,12,5,2,2,4,31,10,6,4
W,CZE,R,JPN,L,164,31,25,159,26,94,6,1,2,1,24,11,4,2,0,2,19,6,1,3
W,USA,R,GER,R,178,22,91,180,30,93,6,4,1,2,29,12,6,4,0,1,27,13,2,3
W,ROU,R,USA,L,173,25,108,170,21,119,6,4,2,2,33,16,3,4,1,2,33,14,4,5
W,ROU,R,FRA,R,168,30,57,184,24,13,6,3,0,1,38,19,4,5,1,4,32,12,4,6
W,POL,R,CRO,R,170,28,11,181,27,85,6,4,4,1,34,18,5,4,1,3,35,15,4,5
W,KAZ,R,RUS,U,163,23,50,175,18,147,7,6,1,2,35,15,7,3,1,1,34,12,8,4
W,TUN,R,USA,U,168,23,99,173,20,69,6,1,2,2,31,12,6,3,1,6,30,8,5,5
W,USA,R,USA,R,185,26,22,175,27,49,2,6,3,2,24,8,7,2,0,3,29,13,3,2
W,CZE,L,EST,R,177,31,37,175,22,29,6,7,1,2,31,12,7,2,1,3,27,8,6,3
W,JPN,R,USA,R,163,23,80,170,18,36,6,3,1,0,29,11,6,2,1,1,31,12,5,3
W,JPN,R,ESP,R,155,26,116,175,21,86,6,1,0,1,25,13,2,2,0,5,19,5,1,4
W,RUS,R,CZE,L,174,32,8,173,18,67,4,6,1,2,42,17,5,6,1,3,33,12,5,3
W,UKR,R,CZE,R,174,23,4,175,21,42,6,0,1,1,30,10,9,3,0,3,31,11,4,5
W,RUS,R,CAN,R,170,29,89,178,24,76,7,6,1,1,30,14,7,2,2,1,34,11,6,5
W,USA,R,USA,L,175,25,62,173,18,128,6,2,1,1,25,11,6,3,2,3,32,13,7,3
W,AUS,R,USA,U,165,23,20,170,22,643,6,2,0,2,23,9,4,2,1,3,20,5,2,5
W,RUS,R,RUS,R,176,31,18,178,19,130,6,1,1,2,30,13,6,3,2,3,28,8,6,5
W,BEL,R,USA,R,165,32,73,168,27,81,6,2,2,0,23,9,5,1,0,1,29,11,3,5
W,GER,R,USA,L,173,30,61,180,19,343,6,1,2,1,22,8,7,1,1,3,24,5,3,7
W,USA,R,BEL,U,178,23,16,178,22,39,6,3,3,3,41,21,5,3,0,3,35,16,5,3
W,LAT,R,ESP,R,178,20,12,166,25,60,6,2,1,2,24,7,5,2,1,1,24,7,3,6
W,ROU,R,NED,R,176,27,54,173,26,171,6,1,2,2,35,18,5,4,0,1,22,8,4,3
W,RUS,R,CHN,R,170,20,38,173,26,56,6,7,0,2,36,14,7,5,2,2,37,14,6,3
W,USA,R,RUS,R,170,25,63,177,26,21,3,6,2,0,26,12,7,1,1,3,32,15,3,3
W,BEL,R,UKR,R,182,28,129,174,28,30,6,3,1,2,31,14,4,3,0,3,25,5,5,5
W,EST,R,ITA,R,181,32,418,166,37,77,0,6,0,2,29,11,5,5,1,2,25,8,6,4
W,CZE,R,SWE,R,180,24,90,173,22,196,6,2,1,2,32,10,9,2,2,3,44,16,7,8
W,JPN,R,GER,L,180,20,45,173,30,6,6,3,0,1,25,12,6,2,0,3,26,10,4,3
W,DEN,R,ROU,L,177,27,5,175,29,133,6,1,1,1,28,13,6,4,1,1,29,10,3,4
W,RUS,L,GER,R,178,29,40,185,27,51,6,2,0,0,21,10,5,1,2,2,30,11,4,6
W,ESP,R,TUR,R,162,29,35,175,21,165,6,4,1,1,26,10,6,3,0,2,30,9,4,6
W,CRO,R,PUR,R,180,35,31,170,24,70,6,4,3,4,49,18,9,5,2,3,35,14,5,4
W,GRE,R,NED,R,173,22,95,182,26,27,6,3,1,0,28,14,5,2,1,3,38,12,9,7
W,RUS,R,NED,R,168,28,134,168,25,101,7,5,0,1,49,21,8,6,1,1,37,14,6,6
W,FRA,R,FRA,R,183,21,48,175,32,98,3,6,0,4,37,13,8,4,2,3,31,11,7,3
W,USA,R,SVK,R,185,37,9,180,19,135,6,3,1,3,25,11,5,2,3,2,32,12,6,5
W,CZE,L,SRB,R,183,27,14,177,32,68,7,5,1,3,33,15,5,2,1,3,38,13,7,4
W,FRA,R,GBR,R,173,28,46,170,25,74,6,4,1,2,27,14,4,2,2,4,39,12,9,4
W,RUS,U,GER,R,173,23,79,183,26,236,6,2,4,2,27,13,6,3,1,1,26,11,4,4
W,FRA,R,CZE,U,178,24,19,178,23,121,6,0,1,0,17,6,7,0,0,1,28,9,3,7
W,SVK,R,ITA,R,180,29,32,168,26,69,6,3,1,2,22,10,4,2,0,2,31,9,6,6
W,CZE,L,JPN,R,183,25,41,173,25,316,6,2,2,1,26,12,6,2,0,2,21,10,1,3
W,CHN,R,USA,U,185,28,92,163,17,295,7,6,2,1,44,18,8,4,1,2,43,19,3,6
W,ESP,R,USA,L,182,24,3,180,31,64,6,0,0,1,20,10,5,1,0,0,21,7,2,3
W,SRB,R,GBR,R,163,24,78,180,26,7,4,6,2,2,33,12,8,3,2,1,33,9,9,4
W,CRO,R,SWE,R,180,24,232,174,29,66,7,5,1,1,39,20,5,3,2,1,33,15,5,4
W,CHN,R,BEL,R,170,24,84,178,23,97,6,4,1,1,32,15,5,3,2,3,36,14,7,5
W,GER,R,GER,R,180,29,33,170,24,140,6,1,4,1,26,12,6,3,0,2,19,5,3,3
W,AUS,R,CRO,R,165,21,43,175,20,23,4,6,1,1,26,12,5,2,0,1,23,7,4,4
W,BLR,R,USA,R,175,23,88,180,26,115,6,2,4,0,23,12,5,1,2,3,36,13,6,5
W,USA,R,ITA,R,170,24,83,163,35,47,7,5,1,1,36,12,9,4,0,1,28,10,4,3
W,SVK,R,SVK,R,161,28,10,168,24,87,6,7,0,1,41,21,5,4,1,0,30,11,7,4
W,LAT,U,GER,R,170,27,17,175,23,65,7,5,0,2,32,9,8,6,1,3,35,14,2,8
W,UKR,R,ROU,R,170,24,118,181,27,55,6,2,0,2,46,18,6,7,0,3,41,14,4,7
W,CRO,R,BRA,L,178,21,52,183,21,71,6,2,2,1,23,11,6,2,1,2,29,9,4,7
W,CHN,R,FRA,R,173,32,24,165,25,203,6,4,1,1,30,15,5,3,1,1,24,9,4,3
W,USA,U,USA,R,170,19,139,157,24,34,7,5,0,3,41,17,7,5,1,5,46,16,7,7
W,USA,R,RUS,U,163,22,154,185,21,58,4,6,1,0,28,13,6,2,1,1,27,12,4,4
W,HUN,R,SUI,R,179,24,59,170,25,104,7,5,1,1,37,18,5,2,2,2,39,19,5,3
W,RUS,R,ROU,R,188,30,146,168,26,2,6,4,2,2,34,13,7,3,0,1,39,16,5,7
W,CZE,R,USA,R,184,25,1,168,24,127,2,6,4,2,29,15,4,3,1,2,27,11,6,1
W,CHN,R,JPN,R,178,29,26,163,23,96,6,0,2,0,25,13,4,2,0,1,23,8,3,6
W,USA,R,CZE,R,178,22,91,164,31,25,6,1,0,1,22,11,4,2,0,1,19,4,2,4
W,ROU,R,ROU,R,168,30,57,173,25,108,6,2,0,0,25,13,1,2,1,0,32,11,5,6
W,POL,R,KAZ,R,170,28,11,163,23,50,7,5,2,1,31,11,7,2,1,1,33,11,5,6
W,USA,R,TUN,R,185,26,22,168,23,99,7,6,2,1,30,13,11,1,0,1,42,11,14,5
W,CZE,L,JPN,R,177,31,37,163,23,80,6,1,3,1,26,12,5,2,0,2,27,11,3,3
W,JPN,R,RUS,R,155,26,116,174,32,8,6,3,0,1,30,13,3,3,1,1,32,15,2,3
W,UKR,R,RUS,R,174,23,4,170,29,89,6,4,2,1,31,13,8,1,1,1,32,12,7,2
W,USA,R,AUS,R,175,25,62,165,23,20,7,6,0,2,46,15,11,5,2,3,42,16,8,5
W,RUS,R,BEL,R,176,31,18,165,32,73,6,4,0,3,40,16,8,6,1,3,35,11,7,5
W,USA,R,GER,R,178,23,16,173,30,61,6,3,3,1,28,13,7,2,1,1,36,13,7,5
W,LAT,R,ROU,R,178,20,12,176,27,54,6,4,1,7,39,17,6,6,3,3,36,14,6,5
W,RUS,R,USA,R,170,20,38,170,25,63,7,5,2,2,29,12,5,4,3,2,35,12,4,6
W,EST,R,BEL,R,181,32,418,182,28,129,6,4,3,0,29,18,3,2,1,1,34,16,4,4
W,JPN,R,CZE,R,180,20,45,180,24,90,6,3,3,2,31,15,5,3,0,3,29,12,5,3
W,RUS,L,DEN,R,178,29,40,177,27,5,6,2,1,1,30,17,3,3,2,1,30,13,3,4
W,ESP,R,CRO,R,162,29,35,180,35,31,4,6,1,1,31,13,7,3,1,4,39,14,6,4
W,GRE,R,RUS,R,173,22,95,168,28,134,7,5,1,1,36,16,7,5,0,2,32,13,5,3
W,USA,R,FRA,R,185,37,9,183,21,48,7,5,3,1,28,14,7,3,2,3,39,13,8,6
W,CZE,L,FRA,R,183,27,14,173,28,46,6,1,3,2,19,9,5,1,1,1,26,7,4,6
W,FRA,R,RUS,U,178,24,19,173,23,79,4,6,2,1,25,13,3,3,1,1,22,6,4,3
W,SVK,R,CZE,L,180,29,32,183,25,41,7,6,3,1,44,15,13,4,2,1,46,16,10,3
W,ESP,R,CHN,R,182,24,3,185,28,92,6,4,3,1,28,16,3,1,0,1,25,9,4,3
W,SRB,R,CRO,R,163,24,78,180,24,232,6,3,3,0,23,12,3,3,2,2,25,8,4,4
W,GER,R,CHN,R,180,29,33,170,24,84,6,2,2,1,21,11,5,1,1,2,18,6,2,3
W,AUS,R,BLR,R,165,21,43,175,23,88,6,1,6,3,36,17,6,4,1,2,33,13,6,4
W,USA,R,SVK,R,170,24,83,161,28,10,6,2,1,1,35,16,4,4,0,2,39,13,8,7
W,LAT,U,UKR,R,170,27,17,170,24,118,6,4,0,1,30,12,5,3,0,0,34,10,5,6
W,CRO,R,CHN,R,178,21,52,173,32,24,6,0,1,1,21,9,6,1,0,0,19,5,3,4
W,USA,U,USA,R,170,19,139,163,22,154,6,3,1,4,39,17,5,5,1,2,38,11,8,4
W,RUS,R,HUN,R,188,30,146,179,24,59,6,7,4,2,32,15,5,3,0,0,32,13,3,4
W,CZE,R,CHN,R,184,25,1,178,29,26,3,6,3,0,36,13,7,6,1,2,35,12,7,4
W,USA,R,ROU,R,178,22,91,168,30,57,6,3,2,1,38,13,7,5,0,1,31,14,1,4
W,USA,R,POL,R,185,26,22,170,28,11,7,5,1,1,38,16,7,5,0,2,39,14,7,5
W,CZE,L,JPN,R,177,31,37,155,26,116,6,3,1,0,25,13,5,2,0,1,26,10,3,3
W,UKR,R,USA,R,174,23,4,175,25,62,6,4,2,2,36,15,7,3,1,2,34,14,5,4
W,USA,R,RUS,R,178,23,16,176,31,18,2,6,2,2,31,13,5,4,0,2,30,12,4,3
W,RUS,R,LAT,R,170,20,38,178,20,12,6,3,1,2,32,16,2,3,1,2,24,6,4,4
W,EST,R,JPN,R,181,32,418,180,20,45,6,3,1,0,29,13,4,4,0,1,33,10,8,4
W,ESP,R,RUS,L,162,29,35,178,29,40,6,1,1,1,27,12,6,2,0,0,22,8,3,2
