y_win,p_ioc,p_hand,o_ioc,o_hand,p_ht,p_age,p_rank,o_ht,o_age,o_rank,p_set_1,o_set_1,p_ace,p_df,p_svpt,p_1stWon,p_2ndWon,p_bpFaced,o_ace,o_df,o_svpt,o_1stWon,o_2ndWon,o_bpFaced
W,USA,R,GRE,R,185,37,9,173,22,95,6,3,0,4,30,13,6,2,0,1,27,7,7,4
W,CZE,L,FRA,R,183,27,14,178,24,19,6,0,3,1,23,10,7,0,3,1,30,10,5,5
W,ESP,R,SVK,R,182,24,3,180,29,32,6,1,1,1,24,11,5,2,1,0,19,4,3,5
W,GER,R,SRB,R,180,29,33,163,24,78,6,3,3,1,28,13,7,2,1,1,32,13,4,3
W,USA,R,AUS,R,170,24,83,165,21,43,6,2,1,0,34,14,4,6,1,2,28,9,4,5
W,LAT,U,CRO,R,170,27,17,178,21,52,6,2,0,2,30,12,6,5,1,2,27,9,3,6
W,RUS,R,USA,U,188,30,146,170,19,139,7,5,4,4,36,14,7,5,1,3,31,12,3,6
W,CZE,R,USA,R,184,25,1,178,22,91,6,1,2,2,18,11,3,1,1,2,21,2,5,5
W,USA,R,CZE,L,185,26,22,177,31,37,6,4,3,2,39,16,11,3,3,2,34,19,3,2
W,USA,R,UKR,R,178,23,16,174,23,4,7,6,1,0,32,12,6,4,0,2,33,13,5,3
W,EST,R,RUS,R,181,32,418,170,20,38,6,4,2,2,37,17,3,6,1,2,32,10,4,5
W,USA,R,ESP,R,185,37,9,162,29,35,6,3,1,2,31,12,5,3,1,0,24,8,4,3
W,CZE,L,ESP,R,183,27,14,182,24,3,7,6,2,5,41,18,7,6,0,2,33,12,5,4
W,USA,R,GER,R,170,24,83,180,29,33,6,3,1,0,24,13,5,2,1,1,25,9,5,2
W,LAT,U,RUS,R,170,27,17,188,30,146,5,7,0,1,29,14,5,2,1,2,30,11,7,2
W,USA,R,CZE,R,185,26,22,184,25,1,7,6,3,3,42,22,6,4,1,2,29,14,5,3
W,USA,R,EST,R,178,23,16,181,32,418,6,3,4,0,27,15,5,2,0,1,32,14,4,4
W,USA,R,CZE,L,185,37,9,183,27,14,6,3,2,2,33,13,8,1,3,3,33,13,7,4
W,USA,R,LAT,U,170,24,83,170,27,17,6,3,0,1,35,16,4,4,0,1,34,15,5,3
W,USA,R,USA,R,178,23,16,185,26,22,6,1,3,1,24,11,7,0,0,1,26,7,5,4
W,USA,R,USA,R,170,24,83,185,37,9,6,1,1,1,29,10,6,5,1,2,29,12,4,4
W,USA,R,USA,R,170,24,83,178,23,16,6,3,0,0,22,12,4,2,2,1,28,10,3,6
W,EST,R,ROU,R,181,33,44,168,27,1,6,2,1,2,24,11,5,1,1,0,30,12,3,4
W,SUI,L,SLO,R,170,21,168,173,27,91,6,3,4,3,17,11,4,0,1,4,30,10,5,8
W,USA,R,RUS,U,165,29,881,185,22,112,7,6,1,2,46,21,8,7,3,3,41,15,9,6
W,SWE,R,RUS,R,173,23,61,177,27,28,1,6,1,1,34,13,5,5,1,4,27,10,5,2
W,USA,R,POL,R,175,37,26,170,27,68,6,4,3,0,23,10,8,0,2,2,24,8,4,3
W,GER,R,USA,U,175,24,101,178,20,119,6,3,1,3,34,16,7,1,1,1,37,17,4,4
W,ITA,R,USA,R,168,27,40,168,16,364,6,4,1,2,31,10,9,3,0,1,26,8,4,4
W,USA,R,RUS,R,185,38,16,174,33,102,6,3,0,3,38,14,6,5,3,2,41,16,5,8
W,ESP,R,CHN,R,182,25,12,178,30,34,6,3,3,1,24,10,6,2,2,1,27,6,6,6
W,CZE,U,UKR,R,173,22,202,175,18,98,6,4,2,0,25,13,6,3,3,3,31,11,5,4
W,CZE,L,CRO,R,177,32,69,181,28,47,6,4,2,2,39,16,9,3,2,3,31,11,8,4
W,AUS,R,TUN,R,165,22,17,168,24,114,6,1,2,1,23,12,5,1,1,3,38,13,6,5
W,GRE,R,USA,R,173,23,30,178,27,216,6,3,3,2,26,11,6,1,1,1,32,10,6,8
W,USA,U,USA,R,170,20,65,168,28,105,6,0,0,1,35,16,4,5,1,1,31,11,4,5
W,ROU,R,CZE,R,173,26,83,180,20,170,6,4,1,2,29,11,9,1,1,2,31,11,7,3
W,CZE,R,KAZ,R,184,26,8,173,25,60,6,4,3,4,42,17,8,6,3,1,31,13,5,5
W,USA,R,RUS,R,170,25,3,170,30,80,6,1,0,0,30,13,8,3,0,1,23,11,2,4
W,UKR,U,LIE,R,178,22,134,178,24,165,1,6,1,2,31,10,5,6,0,3,29,10,3,4
W,BLR,R,SVK,R,180,29,79,180,20,56,6,3,4,1,33,20,4,1,4,1,33,14,7,2
W,AUS,R,ESP,R,165,24,32,175,22,88,6,0,1,1,18,13,1,2,0,2,16,3,1,5
W,CZE,R,USA,U,164,32,23,160,27,238,6,3,1,2,36,17,6,4,0,4,31,13,4,3
W,ESP,R,UKR,R,166,26,85,170,25,87,6,0,0,1,19,11,4,1,1,2,26,10,2,5
W,BLR,R,UKR,R,184,20,72,175,32,86,6,3,2,2,32,13,7,3,0,1,25,8,3,4
W,BEL,U,JPN,R,178,23,15,155,27,99,6,2,3,3,37,15,6,3,0,3,39,14,6,5
W,GER,R,RUS,R,180,30,9,175,20,143,6,2,6,2,29,12,7,3,0,3,34,13,5,5
W,RUS,L,GBR,R,178,30,45,170,26,116,6,1,1,1,32,13,6,2,1,1,24,9,4,2
W,USA,U,SLO,R,163,18,158,182,28,77,7,6,0,2,31,11,5,3,2,2,41,14,8,7
W,LAT,U,CRO,R,170,28,18,178,22,41,6,2,1,1,27,10,7,3,2,2,26,10,5,3
W,CHN,R,SVK,R,173,27,52,180,30,29,6,2,2,0,25,10,6,2,1,1,22,5,4,4
W,ROU,R,USA,R,181,28,59,178,23,66,6,3,0,2,31,13,4,6,0,3,31,8,5,8
W,GER,R,POL,R,173,31,70,170,29,48,6,3,4,2,31,14,4,2,0,0,29,10,5,4
W,UKR,R,USA,R,174,24,7,163,23,78,6,3,1,1,28,14,3,3,0,2,23,7,6,2
W,FRA,R,GBR,R,178,25,6,180,27,46,6,2,4,0,23,12,5,0,2,2,31,9,7,5
W,PUR,R,SUI,R,170,25,55,170,28,74,6,0,1,2,18,8,5,1,1,1,19,6,1,5
W,FRA,R,SLO,R,184,25,53,165,21,76,6,0,2,2,24,13,3,1,0,3,24,9,2,4
W,ESP,R,USA,R,162,30,24,168,25,115,5,7,0,1,30,13,6,2,0,1,29,12,5,3
W,RUS,R,SUI,L,188,31,22,168,40,186,6,2,1,5,38,15,6,5,0,1,40,13,6,5
W,ROU,R,USA,R,176,28,51,175,28,75,6,3,1,2,30,15,5,2,0,1,32,14,6,3
W,USA,L,USA,R,170,22,73,180,17,135,3,6,1,1,26,11,5,3,1,2,35,15,5,5
W,LAT,R,GER,R,178,21,10,180,31,89,6,4,2,4,33,11,7,4,2,3,30,11,5,3
W,USA,R,FRA,R,178,24,14,175,33,71,6,4,3,1,29,14,6,2,1,4,41,16,6,9
W,USA,L,KAZ,R,173,24,92,163,24,50,7,6,1,3,40,18,4,3,2,3,43,18,3,6
W,SRB,R,SUI,R,163,25,49,170,29,745,6,2,1,3,34,11,8,4,0,4,22,8,2,4
W,BEL,R,USA,R,165,33,57,185,27,25,6,3,1,2,37,17,9,3,3,6,37,14,9,4
W,SVK,R,NED,L,161,29,35,180,28,110,4,6,0,1,27,11,5,3,1,2,29,10,5,5
W,TPE,R,RUS,U,169,33,43,173,24,113,6,3,0,1,28,11,5,2,3,2,31,10,6,4
W,SWE,R,FRA,R,174,30,82,173,29,31,4,6,0,1,27,10,3,4,1,2,29,10,3,4
W,GER,L,RUS,R,173,31,4,183,24,370,7,6,2,2,36,13,8,3,0,2,37,13,6,3
W,CZE,L,BEL,R,183,28,5,182,29,94,6,1,4,4,29,15,5,2,1,1,22,9,3,3
W,CHN,R,SVK,R,170,24,90,175,24,84,6,1,1,1,24,8,4,2,1,2,31,11,4,4
W,RUS,R,RUS,R,172,34,133,178,20,100,6,2,1,0,37,14,7,4,1,4,35,12,6,5
W,BLR,U,USA,R,183,20,20,175,25,37,6,0,1,3,26,9,6,3,2,1,28,9,5,5
W,JPN,R,GER,R,180,21,19,168,30,146,6,3,1,1,28,11,8,1,0,3,28,7,7,4
W,ISR,R,ROU,R,170,29,162,168,31,62,3,6,1,1,32,11,6,4,0,1,32,15,3,5
W,BLR,R,SUI,R,175,24,33,175,21,38,2,6,1,1,28,14,4,3,1,1,23,9,4,2
W,RUS,R,HUN,R,170,21,11,179,25,42,6,4,1,1,41,18,5,5,2,2,30,12,6,3
W,NED,R,CZE,L,182,27,13,183,26,95,6,0,3,2,27,12,6,2,2,1,28,10,5,4
W,USA,L,USA,R,170,21,193,170,26,97,6,1,1,2,30,15,4,3,1,3,36,13,4,4
W,CAN,R,FRA,U,178,25,137,173,21,396,6,3,1,3,25,11,7,1,2,0,29,9,7,5
W,CZE,L,GER,R,173,19,103,185,28,111,6,1,1,3,27,12,7,2,1,3,30,12,4,6
W,CZE,R,EST,R,175,22,54,175,23,27,6,7,2,3,35,13,7,3,1,2,42,13,8,6
W,AUS,R,AUS,R,180,25,58,168,21,160,6,4,0,2,35,11,9,3,1,3,24,8,3,5
W,UKR,R,BEL,R,174,29,36,178,24,39,6,3,1,3,30,14,5,4,1,4,27,11,3,5
W,DEN,R,AUS,R,177,28,2,172,34,64,6,3,1,1,25,9,7,1,4,4,31,11,4,5
W,EST,R,SUI,L,181,33,44,170,21,168,6,4,1,1,30,12,9,2,3,2,44,19,6,5
W,SWE,R,USA,R,173,23,61,165,29,881,7,5,2,4,35,16,4,5,0,1,25,8,3,5
W,USA,R,GER,R,175,37,26,175,24,101,6,2,7,1,29,14,5,3,1,3,26,9,2,3
W,USA,R,ITA,R,185,38,16,168,27,40,6,4,1,3,43,17,8,6,3,3,36,9,10,5
W,CZE,U,ESP,R,173,22,202,182,25,12,3,6,3,1,35,12,9,4,1,1,31,12,6,3
W,AUS,R,CZE,L,165,22,17,177,32,69,7,5,5,1,33,15,8,1,1,1,30,12,7,3
W,USA,U,GRE,R,170,20,65,173,23,30,4,6,0,2,24,11,3,3,4,1,25,9,4,3
W,CZE,R,ROU,R,184,26,8,173,26,83,6,2,3,3,25,15,2,2,3,1,27,8,5,4
W,USA,R,UKR,U,170,25,3,178,22,134,4,6,1,1,37,13,7,7,1,2,32,10,6,4
W,BLR,R,AUS,R,180,29,79,165,24,32,6,1,0,1,22,10,3,2,1,3,29,7,4,8
W,CZE,R,ESP,R,164,32,23,166,26,85,6,0,1,0,28,13,6,2,1,2,20,6,2,3
W,BEL,U,BLR,R,178,23,15,184,20,72,6,2,4,0,25,12,5,4,0,2,19,3,3,5
W,RUS,L,GER,R,178,30,45,180,30,9,7,6,4,2,39,21,8,3,3,1,33,15,8,1
W,LAT,U,USA,U,170,28,18,163,18,158,6,3,0,0,22,11,2,3,1,3,26,6,3,6
W,CHN,R,ROU,R,173,27,52,181,28,59,6,3,1,1,31,12,7,4,0,2,24,7,3,4
W,UKR,R,GER,R,174,24,7,173,31,70,6,2,0,1,24,12,4,1,3,1,28,8,6,6
W,FRA,R,PUR,R,178,25,6,170,25,55,6,2,3,2,30,13,6,3,2,1,26,13,4,4
W,ESP,R,FRA,R,162,30,24,184,25,53,6,1,2,1,26,12,5,2,2,3,25,11,4,4
W,RUS,R,ROU,R,188,31,22,176,28,51,6,2,3,5,37,13,9,4,1,2,36,12,7,7
W,LAT,R,USA,L,178,21,10,170,22,73,4,6,1,5,38,18,5,3,2,0,31,15,4,3
W,USA,R,USA,L,178,24,14,173,24,92,6,4,4,1,25,13,7,1,1,2,32,13,5,5
W,SRB,R,BEL,R,163,25,49,165,33,57,6,1,1,1,19,12,5,0,1,1,25,9,3,4
W,SVK,R,TPE,R,161,29,35,169,33,43,7,6,1,2,42,17,6,6,0,1,35,12,7,5
W,GER,L,SWE,R,173,31,4,174,30,82,6,2,0,1,29,9,7,3,0,3,36,13,5,7
W,CZE,L,CHN,R,183,28,5,170,24,90,7,5,2,2,37,13,9,3,0,1,34,14,4,4
W,BLR,U,RUS,R,183,20,20,172,34,133,6,3,1,2,40,19,8,2,3,4,37,16,7,4
W,JPN,R,ISR,R,180,21,19,170,29,162,6,2,3,1,21,9,6,0,1,2,22,7,3,4
W,BLR,R,RUS,R,175,24,33,170,21,11,6,2,2,4,35,18,3,4,0,6,38,16,3,5
W,NED,R,USA,L,182,27,13,170,21,193,6,2,3,2,22,10,5,2,0,2,27,6,5,8
W,CZE,L,CAN,R,173,19,103,178,25,137,6,4,2,3,33,11,7,4,0,2,30,9,7,8
W,CZE,R,AUS,R,175,22,54,180,25,58,6,3,2,3,36,14,8,3,1,2,38,14,8,6
W,UKR,R,DEN,R,174,29,36,177,28,2,6,4,0,4,39,17,6,5,0,2,28,8,6,4
W,EST,R,SWE,R,181,33,44,173,23,61,6,3,0,1,34,18,3,3,1,2,47,18,7,8
W,USA,R,USA,R,175,37,26,185,38,16,6,1,5,2,27,15,4,1,1,0,30,10,5,5
W,AUS,R,CZE,U,165,22,17,173,22,202,6,3,1,3,33,17,4,2,2,1,39,15,5,5
W,CZE,R,USA,U,184,26,8,170,20,65,6,4,6,2,46,23,7,7,1,4,41,15,8,5
W,USA,R,BLR,R,170,25,3,180,29,79,6,3,1,2,33,16,4,4,2,1,31,12,4,5
W,BEL,U,CZE,R,178,23,15,164,32,23,6,3,1,2,45,21,7,4,1,3,36,16,4,6
W,LAT,U,RUS,L,170,28,18,178,30,45,4,6,1,1,26,11,5,4,0,1,28,9,4,3
W,UKR,R,CHN,R,174,24,7,173,27,52,6,4,0,1,28,11,7,4,3,2,24,8,4,3
W,ESP,R,FRA,R,162,30,24,178,25,6,5,7,1,0,36,19,5,2,3,1,34,19,4,1
W,RUS,R,LAT,R,188,31,22,178,21,10,6,3,3,3,24,11,3,3,1,3,36,9,6,9
W,USA,R,SRB,R,178,24,14,163,25,49,4,6,2,0,26,11,6,3,1,1,25,8,5,3
W,SVK,R,GER,L,161,29,35,173,31,4,3,6,0,0,33,14,4,5,1,1,24,9,3,2
W,BLR,U,CZE,L,183,20,20,183,28,5,7,5,1,2,26,12,6,3,1,5,39,13,5,7
W,JPN,R,BLR,R,180,21,19,175,24,33,6,0,2,0,18,7,6,2,0,4,17,3,2,4
W,CZE,L,NED,R,173,19,103,182,27,13,7,6,0,3,36,14,7,4,2,2,33,15,6,2
W,UKR,R,CZE,R,174,29,36,175,22,54,6,4,0,1,24,11,5,1,0,3,27,9,4,4
W,USA,R,EST,R,175,37,26,181,33,44,6,0,6,1,26,12,6,1,1,1,23,8,5,2
W,CZE,R,AUS,R,184,26,8,165,22,17,6,4,2,1,38,17,8,4,3,1,30,14,5,1
W,USA,R,BEL,U,170,25,3,178,23,15,6,3,0,1,27,16,2,3,1,1,31,8,7,5
W,LAT,U,UKR,R,170,28,18,174,24,7,6,3,1,0,20,9,4,2,1,1,21,9,2,2
W,ESP,R,RUS,R,162,30,24,188,31,22,6,4,0,2,32,13,4,4,1,4,30,10,4,4
W,USA,R,SVK,R,178,24,14,161,29,35,6,1,3,0,20,10,6,1,0,1,34,13,3,6
W,JPN,R,BLR,U,180,21,19,183,20,20,6,3,3,1,29,13,5,2,1,3,27,11,6,4
W,UKR,R,CZE,L,174,29,36,173,19,103,6,7,0,2,37,16,5,5,0,2,32,11,6,5
W,USA,R,CZE,R,175,37,26,184,26,8,6,4,7,3,36,17,6,6,2,0,30,11,5,4
W,LAT,U,USA,R,170,28,18,170,25,3,6,2,1,1,35,11,10,5,0,1,25,11,1,4
W,USA,R,ESP,R,178,24,14,162,30,24,6,4,3,2,35,18,5,1,1,0,29,10,8,3
W,JPN,R,UKR,R,180,21,19,174,29,36,6,1,3,1,19,10,5,2,2,2,25,7,4,4
W,USA,R,LAT,U,175,37,26,170,28,18,6,3,2,1,23,11,4,1,1,1,28,11,2,5
W,JPN,R,USA,R,180,21,19,178,24,14,6,2,1,1,44,20,8,7,2,0,24,12,3,2
W,JPN,R,USA,R,180,21,19,175,37,26,6,2,3,1,28,15,3,3,2,3,28,10,6,3
L,RUS,L,USA,R,178,28,29,175,35,1,3,6,2,3,29,11,6,4,6,1,23,14,4,0
L,GER,R,USA,R,185,20,184,165,27,87,6,7,3,1,41,17,8,5,1,1,38,21,6,2
L,ITA,R,SWE,R,180,29,130,174,28,47,4,6,1,4,35,8,9,4,1,1,28,12,6,2
L,SRB,R,CZE,R,183,29,31,180,23,89,6,7,1,4,39,13,7,5,0,1,28,9,9,2
L,RUS,R,CHN,R,170,19,24,173,25,62,4,6,0,1,26,9,3,4,1,1,34,12,5,5
L,ESP,R,KAZ,R,166,24,91,180,29,52,2,6,0,1,29,8,5,5,3,2,22,11,4,3
L,AUS,U,CHN,R,168,21,724,178,28,51,1,6,1,3,19,3,4,3,1,1,24,14,4,2
L,ITA,R,AUS,R,168,25,67,172,32,17,5,7,2,5,37,14,7,4,2,3,37,15,8,5
L,BRA,R,ESP,R,168,28,136,162,28,12,0,6,0,1,18,2,3,5,2,1,16,10,3,1
L,COL,R,SRB,R,170,27,77,177,31,40,4,6,0,2,24,5,5,4,0,1,29,14,3,3
L,ARG,U,GER,R,170,20,230,170,23,41,6,7,0,2,30,12,6,3,0,2,41,20,6,6
L,EST,R,RUS,R,175,21,90,176,30,20,6,7,4,4,37,15,6,3,2,1,39,17,6,7
L,AUT,R,HUN,R,165,20,141,179,23,34,7,5,0,3,36,14,5,5,3,2,37,14,8,4
L,GBR,R,NED,R,170,24,73,168,24,165,2,6,0,2,38,10,8,8,1,1,31,11,8,5
L,AUS,R,CZE,L,165,22,45,177,30,44,4,6,3,5,38,15,6,6,2,1,29,13,9,2
L,BEL,R,ROU,R,165,31,56,168,25,5,0,6,1,0,23,5,4,5,1,2,25,11,5,2
L,USA,R,POL,R,170,23,138,170,27,4,1,6,1,1,24,8,3,5,1,1,20,9,7,1
L,GBR,L,GBR,R,180,23,254,188,26,82,7,6,2,3,39,14,8,3,5,2,32,15,7,3
L,CAN,R,CZE,R,178,23,39,175,20,72,3,6,1,1,36,12,8,6,0,1,24,12,4,1
L,FRA,R,FRA,R,175,31,63,178,23,33,6,4,1,2,33,10,9,5,1,1,27,10,6,2
L,NED,R,CRO,R,182,25,22,175,19,92,3,6,4,2,31,11,7,4,2,2,32,13,6,3
L,SUI,R,JPN,R,170,26,100,155,25,80,0,6,2,1,32,8,8,6,1,1,32,17,4,3
L,CHN,R,USA,L,173,31,259,180,30,68,6,4,0,1,37,15,6,4,1,1,33,13,7,3
L,RUS,R,SUI,R,170,26,677,170,27,15,1,6,0,4,23,6,3,6,0,1,20,9,5,1
L,USA,U,CZE,R,170,18,243,184,24,11,4,6,0,1,35,16,2,5,5,3,28,11,7,4
L,MNE,R,PAR,R,170,22,54,170,22,192,5,7,1,3,31,11,5,3,2,4,41,17,8,6
L,JPN,R,FRA,R,163,22,70,184,23,37,4,6,0,2,30,15,4,2,3,3,40,15,11,4
L,USA,R,RUS,R,175,20,76,177,25,18,1,6,1,1,36,9,7,6,2,1,25,11,5,1
L,ROU,R,GER,R,173,22,128,168,28,27,6,3,1,3,36,14,6,5,0,1,26,11,6,2
L,SRB,R,USA,R,163,23,153,168,23,69,1,6,0,1,20,2,3,5,1,3,31,15,4,4
L,BEL,R,GER,R,182,27,38,180,28,64,3,6,1,4,24,9,5,3,4,3,26,13,7,1
L,UKR,R,USA,R,170,23,93,185,36,6,2,6,1,1,40,12,7,5,1,2,33,12,6,5
L,USA,R,USA,R,175,26,60,178,22,9,6,4,0,2,41,16,8,4,4,1,33,14,8,3
L,USA,R,USA,L,168,26,50,173,17,374,2,6,0,1,16,4,2,2,1,1,13,6,2,2
L,GRE,R,CHN,R,173,21,94,185,27,103,4,6,1,1,30,14,4,4,1,2,32,13,7,4
L,USA,R,JPN,R,185,25,30,180,19,81,7,6,4,3,36,12,11,2,3,2,30,13,7,2
L,CZE,R,ROU,R,164,30,21,168,29,58,3,6,1,1,28,13,4,1,0,0,31,17,4,2
L,ROU,R,ROU,R,176,26,86,173,24,116,6,0,2,0,26,10,4,3,0,1,26,11,3,2
L,USA,L,DEN,R,170,20,146,177,26,74,6,4,0,1,29,14,4,2,1,1,30,16,4,1
L,ITA,R,RUS,R,166,36,97,174,31,10,1,6,0,1,27,8,4,3,1,1,19,10,4,1
L,USA,R,GBR,R,168,31,109,180,25,14,3,6,1,0,32,12,7,4,1,2,27,13,8,2
L,FRA,R,BUL,R,173,33,166,180,29,71,1,6,1,2,31,10,3,7,1,1,19,7,6,2
L,SVK,R,GER,R,163,26,78,180,29,43,6,7,1,4,43,13,9,6,3,4,44,16,8,9
L,USA,R,SUI,R,188,22,101,175,19,26,7,6,2,1,31,10,7,5,1,4,34,13,7,2
L,PUR,R,CHN,R,170,23,35,170,23,61,4,6,0,0,25,7,7,3,1,0,28,13,6,2
L,TPE,R,UKR,R,169,31,79,175,30,59,0,6,0,2,26,8,4,5,2,2,26,11,7,1
L,SVK,R,LAT,U,175,22,85,170,26,48,3,6,1,3,35,12,7,5,4,1,25,12,7,2
L,BEL,U,ESP,R,178,21,137,182,23,3,6,2,2,1,27,8,5,5,0,2,24,9,5,2
L,GER,R,ITA,R,175,23,46,163,34,8,2,6,1,3,28,9,6,3,3,1,27,10,8,1
L,GER,R,USA,R,185,26,96,170,24,55,2,6,1,3,27,9,3,5,1,3,34,16,5,4
L,GER,R,KAZ,R,178,27,84,163,22,42,1,6,1,5,26,7,5,6,0,1,26,13,4,2
L,JPN,L,GER,R,159,25,32,175,22,102,4,6,1,1,34,10,5,6,0,3,33,15,5,4
L,ROU,R,UKR,R,181,26,23,174,27,99,0,6,1,2,25,7,3,4,2,3,31,15,2,2
L,BEL,R,CHN,R,178,22,112,170,22,163,3,6,2,3,36,10,10,4,1,2,42,15,11,4
L,USA,R,RUS,R,175,23,751,170,28,98,1,6,0,2,24,4,5,5,0,1,21,11,3,2
L,POL,R,SVK,R,170,25,83,161,27,13,2,6,1,4,28,9,5,5,1,1,34,15,8,3
L,LAT,R,CZE,L,178,19,36,183,26,16,5,7,2,6,33,11,5,5,3,3,42,14,11,5
L,USA,R,TUR,R,163,26,75,173,27,66,2,6,1,3,21,6,3,4,0,1,18,10,3,1
L,BLR,R,USA,R,175,22,107,157,23,105,2,6,1,3,33,10,4,5,1,2,35,10,7,6
L,LUX,R,UKR,R,180,31,110,174,22,19,7,6,1,2,31,11,5,5,2,1,29,13,5,2
L,ITA,R,USA,R,164,29,28,175,24,49,4,6,0,2,37,13,7,4,5,4,34,12,9,3
L,SUI,R,USA,R,170,24,65,170,17,158,2,6,0,1,28,8,2,6,0,3,30,10,7,4
L,FRA,R,CRO,R,173,27,53,180,34,57,4,6,1,3,24,7,2,6,1,3,23,9,3,3
L,SLO,R,GER,L,182,26,120,173,29,2,0,6,0,0,7,2,0,2,0,0,6,3,3,0
L,USA,R,USA,R,165,27,87,175,35,1,3,6,1,3,31,14,4,5,7,1,27,15,4,0
L,CZE,R,SWE,R,180,23,89,174,28,47,3,6,1,3,22,8,3,3,1,2,25,13,5,1
L,CHN,R,KAZ,R,173,25,62,180,29,52,0,6,1,2,19,6,1,4,3,1,22,12,5,0
L,AUS,R,CHN,R,172,32,17,178,28,51,3,6,1,2,28,12,3,4,1,2,29,16,4,3
L,SRB,R,ESP,R,177,31,40,162,28,12,1,6,0,0,25,10,2,5,1,1,26,12,5,4
L,GER,R,RUS,R,170,23,41,176,30,20,2,6,0,3,28,9,2,7,1,1,24,8,7,4
L,NED,R,HUN,R,168,24,165,179,23,34,2,6,0,3,34,11,6,5,3,2,24,12,5,2
L,CZE,L,ROU,R,177,30,44,168,25,5,3,6,1,3,37,11,6,6,2,1,30,14,3,4
L,GBR,R,POL,R,188,26,82,170,27,4,6,7,3,3,37,15,6,4,1,0,41,19,7,3
L,CZE,R,FRA,R,175,20,72,178,23,33,6,4,0,1,30,10,6,3,2,2,29,12,5,3
L,JPN,R,CRO,R,155,25,80,175,19,92,3,6,0,2,27,10,5,4,5,2,34,12,10,2
L,SUI,R,USA,L,170,27,15,180,30,68,4,6,1,1,37,15,5,4,0,2,32,13,6,4
L,PAR,R,CZE,R,170,22,192,184,24,11,1,6,1,3,32,10,6,6,2,1,27,11,8,2
L,FRA,R,RUS,R,184,23,37,177,25,18,2,6,1,2,40,14,7,6,2,3,43,17,6,5
L,USA,R,GER,R,168,23,69,168,28,27,3,6,0,2,35,14,4,7,1,1,31,12,6,3
L,GER,R,USA,R,180,28,64,185,36,6,2,6,3,2,27,9,4,4,2,1,30,14,6,3
L,USA,L,USA,R,173,17,374,178,22,9,1,6,1,3,26,7,4,6,3,1,18,12,3,0
L,CHN,R,JPN,R,185,27,103,180,19,81,4,6,2,2,33,15,4,3,4,3,36,12,10,3
L,ROU,R,ROU,R,173,24,116,168,29,58,0,6,0,1,24,7,1,6,1,1,22,8,6,3
L,RUS,R,DEN,R,174,31,10,177,26,74,4,6,1,1,35,11,5,6,1,2,33,12,6,5
L,BUL,R,GBR,R,180,29,71,180,25,14,2,6,1,1,29,10,6,3,1,0,30,13,8,2
L,GER,R,SUI,R,180,29,43,175,19,26,3,6,1,2,33,12,3,6,3,4,32,15,3,4
L,CHN,R,UKR,R,170,23,61,175,30,59,7,5,0,2,37,13,6,4,0,2,38,15,5,4
L,ESP,R,LAT,U,182,23,3,170,26,48,5,7,1,1,37,11,6,6,2,0,36,12,8,3
L,USA,R,ITA,R,170,24,55,163,34,8,1,6,0,2,26,12,2,4,3,0,24,12,5,1
L,KAZ,R,GER,R,163,22,42,175,22,102,1,6,0,2,35,11,5,6,1,1,37,16,5,4
L,CHN,R,UKR,R,170,22,163,174,27,99,5,7,1,2,26,9,6,3,1,2,40,17,8,4
L,RUS,R,SVK,R,170,28,98,161,27,13,7,6,0,2,32,10,5,5,0,1,31,10,8,3
L,TUR,R,CZE,L,173,27,66,183,26,16,6,7,0,1,33,12,6,4,1,4,29,14,5,2
L,USA,R,UKR,R,157,23,105,174,22,19,1,6,0,1,28,10,4,4,1,0,26,11,5,3
L,USA,R,USA,R,175,24,49,170,17,158,6,2,2,2,27,8,6,5,0,2,23,7,6,2
L,CRO,R,GER,L,180,34,57,173,29,2,2,6,2,4,43,12,10,5,1,1,35,14,8,3
L,SWE,R,USA,R,174,28,47,175,35,1,2,6,0,2,22,7,3,3,3,1,24,12,7,1
L,CHN,R,KAZ,R,178,28,51,180,29,52,2,6,1,1,30,11,4,5,1,2,31,12,8,3
L,RUS,R,ESP,R,176,30,20,162,28,12,4,6,1,0,26,13,2,2,2,1,29,13,6,2
L,HUN,R,ROU,R,179,23,34,168,25,5,1,6,2,1,30,9,6,5,0,0,29,10,6,4
L,FRA,R,POL,R,178,23,33,170,27,4,2,6,1,1,26,4,6,5,2,1,21,9,5,1
L,USA,L,CRO,R,180,30,68,175,19,92,3,6,0,0,24,9,5,2,2,2,27,12,6,3
L,RUS,R,CZE,R,177,25,18,184,24,11,2,6,2,1,34,12,4,5,4,1,26,10,6,3
L,GER,R,USA,R,168,28,27,185,36,6,1,6,0,3,25,7,2,5,0,2,32,15,4,5
L,JPN,R,USA,R,180,19,81,178,22,9,5,7,2,1,34,13,7,2,2,1,35,16,6,2
L,ROU,R,DEN,R,168,29,58,177,26,74,3,6,1,0,23,7,2,4,1,1,29,10,7,4
L,SUI,R,GBR,R,175,19,26,180,25,14,2,6,1,1,26,8,4,5,4,0,17,10,5,0
L,UKR,R,LAT,U,175,30,59,170,26,48,4,6,0,3,31,9,5,8,2,1,26,12,4,3
L,GER,R,ITA,R,175,22,102,163,34,8,0,6,0,2,33,13,3,5,0,0,24,10,5,2
L,SVK,R,UKR,R,161,27,13,174,27,99,6,3,0,1,33,11,5,5,1,3,28,11,3,5
